0.0854107      0
0.0843927      0.00101799
0.0841063      0.000653789
0.0838025      0.000553172
0.083809      0.000428534
0.0842591      0.000570103
0.0835194      0.000882802
0.0835476      0.00076505
0.0832206      0.000749798
0.0834188      0.000699327
0.0834379      0.000632852
0.0836544      0.000616941
0.0838629      0.000604593
0.083793      0.000564089
0.0836242      0.000551591
0.0835192      0.000526542
0.0833944      0.000510101
0.0832726      0.000496105
0.0832592      0.000469462
0.0830752      0.000481877
0.0832251      0.00048225
0.0832595      0.00046109
0.0832806      0.000441094
0.083343      0.000426897
0.0834127      0.000415359
0.0833578      0.000402818
0.0833658      0.000387693
0.0834486      0.000382665
0.0833917      0.000373597
0.0833199      0.000368008
0.0833179      0.000355944
0.0833685      0.000348333
0.0834026      0.000339332
0.0833749      0.000330365
0.0834271      0.000325003
0.0833517      0.000324715
0.0833371      0.000316156
0.0833718      0.000309681
0.0833842      0.000301891
0.0833978      0.000294561
0.0834037      0.000287346
0.0833669      0.000282823
0.0834133      0.000280046
0.083437      0.000274625
0.0834384      0.000268456
0.0833418      0.000279764
0.0833639      0.000274639
0.0833015      0.000275994
0.0832506      0.000275063
0.0832602      0.000269679
0.0832483      0.000264609
0.0832459      0.000259482
0.0832698      0.000255655
0.0833191      0.000255673
0.0833632      0.000254831
0.0833899      0.000251659
0.0833788      0.000247453
0.0833445      0.000245558
0.0832916      0.000247081
0.0833186      0.000244417
0.0833219      0.0002404
0.083393      0.000246959
0.0833835      0.000243192
0.0834103      0.000240851
0.0833869      0.000238264
0.0833547      0.000236826
0.0833486      0.000233344
0.0833833      0.000232492
0.0833285      0.000235569
0.0832983      0.000234131
0.0833115      0.000231184
0.0833287      0.0002286
0.0832839      0.000229845
0.0833658      0.000241036
0.0833776      0.000238092
0.0834102      0.0002372
0.0834605      0.000239432
0.0833664      0.000254376
0.0833726      0.000251212
0.0834149      0.000251632
0.0833957      0.000249249
0.0833692      0.000247611
0.0833461      0.000245692
0.0833286      0.000243386
0.0833227      0.000240576
0.0833211      0.000237768
0.0834045      0.000249351
0.0834179      0.00024687
0.083446      0.000245689
0.08342      0.000244335
0.0834288      0.000241797
0.0833576      0.000249542
0.083389      0.000248837
0.0833856      0.0002462
0.083387      0.000243599
0.0833524      0.00024351
0.0833781      0.000242353
0.0833254      0.000245594
0.0833412      0.00024361
0.0833384      0.000241178
