1 0.336582 0.397519
2 0.929994 0.740889
3 0.000465108 0.206835
4 0.899462 0.0873907
5 0.836466 0.578336
6 0.899755 0.842763
7 0.257592 0.650484
8 0.690523 0.45387
9 0.419968 0.288551
10 0.0189196 0.981638
11 0.731331 0.513287
12 0.651185 0.603953
13 0.947021 0.283366
14 0.919907 0.0915423
15 0.874418 0.709124
16 0.0842677 0.492278
17 0.541496 0.167191
18 0.229415 0.0756328
19 0.270107 0.184852
20 0.534824 0.976045
21 0.599514 0.394881
22 0.0182817 0.316373
23 0.131845 0.695135
24 0.091081 0.869045
25 0.850944 0.19546
26 0.00185694 0.595118
27 0.563189 0.153912
28 0.342906 0.356359
29 0.118165 0.295458
30 0.86693 0.482316
31 0.814836 0.413244
32 0.81818 0.0467598
33 0.742396 0.56314
34 0.505548 0.11307
