1 0.863591 0.934173
2 0.233543 0.0214375
3 0.750966 0.411472
4 0.646983 0.864348
5 0.384172 0.997347
6 0.943998 0.106263
7 0.0657462 0.0581786
8 0.697546 0.0213437
9 0.359895 0.748295
10 0.5241 0.28363
11 0.0885556 0.493093
12 0.0457044 0.0281708
13 0.668885 0.244027
14 0.532314 0.709674
15 0.632759 0.412443
16 0.232085 0.423179
17 0.0364496 0.938363
18 0.997021 0.720216
19 0.316663 0.58984
20 0.49792 0.693653
21 0.619972 0.23065
22 0.910346 0.267564
23 0.837859 0.00708521
24 0.975551 0.674106
25 0.599036 0.913227
26 0.548928 0.392666
27 0.853363 0.378988
28 0.614292 0.139006
29 0.945047 0.923707
30 0.954565 0.501493
31 0.203269 0.723395
32 0.636507 0.611758
33 0.0309207 0.501499
34 0.815895 0.798477
